plan_id,plan_name,billing,price,currency,price_usd,served_model,monthly_tokens,monthly_yi,real_usd_per_mtok,confidence,chart_tier,source,decision_note
command_code_goat,Command Code GOAT,subscription,10,USD,10,qwen3.8-27b,1204800000,12.048,0.0083,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增12.048亿：min(共享月池$70, 模型allowance $70) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,deepseek-v4-flash,4327400000,43.274,0.00231,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增43.274亿：min(共享月池$70, 模型allowance $60) ÷ 统一标准负载加权价；Off-Peak；Peak≈2×（01–04 & 06–10 UTC weekdays），与OpenCode口径一致。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,kimi-k2.7-code,273100000,2.731,0.03662,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.731亿：min(共享月池$70, 模型allowance $60) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,minimax-m3,679700000,6.797,0.01471,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增6.797亿：min(共享月池$70, 模型allowance $47) ÷ 统一标准负载加权价；官网页成交/折扣三段价（-50%类）。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,glm-5.3-flash,1168700000,11.687,0.00856,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增11.687亿：min(共享月池$70, 模型allowance $40) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,gemini-3.8-flash,195400000,1.954,0.05118,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.954亿：min(共享月池$70, 模型allowance $40) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,qwen3.7-max,58100000,0.581,0.17212,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.581亿：min(共享月池$70, 模型allowance $33) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,qwen3.7-plus,357900000,3.579,0.02794,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增3.579亿：min(共享月池$70, 模型allowance $33) ÷ 统一标准负载加权价；官网三段价（本渠道 cache read=$0.08）。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,qwen3.6-plus,277900000,2.779,0.03598,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.779亿：min(共享月池$70, 模型allowance $33) ÷ 统一标准负载加权价；官网三段价（本渠道 cache read=$0.10）。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,mimo-v2.5,4464300000,44.643,0.00224,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增44.643亿：min(共享月池$70, 模型allowance $30) ÷ 统一标准负载加权价；官网页成交/折扣三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,deepseek-v4-pro,469800000,4.698,0.02129,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增4.698亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；Off-Peak；Peak≈2×（01–04 & 06–10 UTC weekdays），与OpenCode口径一致。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,gpt-5.6-luna,714300000,7.143,0.014,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增7.143亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,qwen3.8-max,65000000,0.65,0.15385,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.65亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,mimo-v2.5-pro,1257300000,12.573,0.00795,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增12.573亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网页成交/折扣三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,qwen3.8-max-0902,65000000,0.65,0.15385,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.65亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,hy4-preview,295700000,2.957,0.03382,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.957亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,qwen3.8-flash,966900000,9.669,0.01034,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增9.669亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价（本渠道 input=$0.16）；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,deepseek-v4-flash-vision-exp,1442500000,14.425,0.00693,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增14.425亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；Off-Peak；Peak≈2×；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,deepseek-v4-flash-fast,262400000,2.624,0.03811,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.624亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20；与Flash额度分开。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,glm-5.3,66900000,0.669,0.14948,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.669亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,muse-spark-1.3,106400000,1.064,0.09398,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.064亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网标准档三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,muse-spark-1.3-contributor,4166700000,41.667,0.0024,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增41.667亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网 contributor 三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,muse-spark-1.2,106400000,1.064,0.09398,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.064亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网标准档三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,muse-spark-1.2-contributor,4166700000,41.667,0.0024,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增41.667亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网 contributor 三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,kimi-k3,48800000,0.488,0.20492,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.488亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,kimi-k2.7-code-highspeed,45500000,0.455,0.21978,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.455亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；速度变体独立$20，不继承K2.7 Code的$60。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,grok-4.5,36300000,0.363,0.27548,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.363亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,grok-4.6,36300000,0.363,0.27548,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.363亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,gemini-3.7-flash,195400000,1.954,0.05118,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.954亿：min(共享月池$70, 模型allowance $40) ÷ 统一标准负载加权价；官网三段价；New models 表写$40。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,glm-5.2-fast,34000000,0.34,0.29412,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.34亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；速度变体独立$20，不继承GLM-5.2的$70。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,inkling,99300000,0.993,0.1007,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.993亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,inkling-small,177900000,1.779,0.05621,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.779亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,step-3.7-flash,422600000,4.226,0.02366,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增4.226亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,step-3.5-flash,881100000,8.811,0.01135,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增8.811亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
command_code_goat,Command Code GOAT,subscription,10,USD,10,nemotron-3-ultra,144600000,1.446,0.06916,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.446亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表"
ollama_pro,Ollama Pro,subscription,20,USD,20,deepseek-v4-flash,4327400000,43.274,0.00462,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增43.274亿：共享月池 $60 ÷ 统一标准负载加权价；Off-Peak；Peak=2×（12:00–18:00 UTC Mon–Fri），与项目/OpenCode DeepSeek 峰谷口径一致。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_pro,Ollama Pro,subscription,20,USD,20,deepseek-v4-pro,1409400000,14.094,0.01419,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增14.094亿：共享月池 $60 ÷ 统一标准负载加权价；Off-Peak；Peak=2×（12:00–18:00 UTC Mon–Fri），与项目/OpenCode DeepSeek 峰谷口径一致。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_pro,Ollama Pro,subscription,20,USD,20,glm-5.3,200700000,2.007,0.09965,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增2.007亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_pro,Ollama Pro,subscription,20,USD,20,glm-5.3-flash,1753100000,17.531,0.01141,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增17.531亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_pro,Ollama Pro,subscription,20,USD,20,glm-5.2,200700000,2.007,0.09965,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增2.007亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_pro,Ollama Pro,subscription,20,USD,20,glm-5.1,263500000,2.635,0.0759,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增2.635亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_pro,Ollama Pro,subscription,20,USD,20,kimi-k3,146500000,1.465,0.13652,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增1.465亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_pro,Ollama Pro,subscription,20,USD,20,kimi-k2.7-code,273100000,2.731,0.07323,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增2.731亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_pro,Ollama Pro,subscription,20,USD,20,minimax-m3,433800000,4.338,0.0461,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增4.338亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价（Ollama 标价约为 OpenCode/Command 常见成交价 2×，用本渠道价表）。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_pro,Ollama Pro,subscription,20,USD,20,minimax-m2.7,867700000,8.677,0.02305,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增8.677亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_max,Ollama Max,subscription,100,USD,100,deepseek-v4-flash,21637200000,216.372,0.00462,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增216.372亿：共享月池 $300 ÷ 统一标准负载加权价；Off-Peak；Peak=2×（12:00–18:00 UTC Mon–Fri），与项目/OpenCode DeepSeek 峰谷口径一致。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_max,Ollama Max,subscription,100,USD,100,deepseek-v4-pro,7047200000,70.472,0.01419,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增70.472亿：共享月池 $300 ÷ 统一标准负载加权价；Off-Peak；Peak=2×（12:00–18:00 UTC Mon–Fri），与项目/OpenCode DeepSeek 峰谷口径一致。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_max,Ollama Max,subscription,100,USD,100,glm-5.3,1003300000,10.033,0.09967,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增10.033亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_max,Ollama Max,subscription,100,USD,100,glm-5.3-flash,8765500000,87.655,0.01141,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增87.655亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_max,Ollama Max,subscription,100,USD,100,glm-5.2,1003300000,10.033,0.09967,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增10.033亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_max,Ollama Max,subscription,100,USD,100,glm-5.1,1317500000,13.175,0.0759,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增13.175亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_max,Ollama Max,subscription,100,USD,100,kimi-k3,732600000,7.326,0.1365,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增7.326亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_max,Ollama Max,subscription,100,USD,100,kimi-k2.7-code,1365700000,13.657,0.07322,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增13.657亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_max,Ollama Max,subscription,100,USD,100,minimax-m3,2169200000,21.692,0.0461,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增21.692亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价（Ollama 标价约为 OpenCode/Command 常见成交价 2×，用本渠道价表）。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
ollama_max,Ollama Max,subscription,100,USD,100,minimax-m2.7,4338400000,43.384,0.02305,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增43.384亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表
chatgpt_plus,ChatGPT Plus,subscription,20,USD,20,gpt-5.6-terra,1201200000,12.012,0.01665,medium,full,由同套餐 gpt-5.6-sol 6.16 亿 × 1.95,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(5, 50, 300)；旧倍率2、旧月额度12.32亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json"
chatgpt_plus,ChatGPT Plus,subscription,20,USD,20,gpt-5.6-luna,12012000000,120.12,0.00167,medium,main,由同套餐 gpt-5.6-sol 6.16 亿 × 19.5,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(0.5, 5, 30)；旧倍率20、旧月额度123.2亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json"
chatgpt_plus,ChatGPT Plus,subscription,20,USD,20,gpt-5.5,480480000,4.805,0.04163,medium,main,由同套餐 gpt-5.6-sol 6.16 亿 × 0.78,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(12.5, 125, 750)；旧倍率0.8、旧月额度4.928亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json"
chatgpt_pro_5x,ChatGPT Pro 5x,subscription,100,USD,100,gpt-5.6-terra,6006000000,60.06,0.01665,medium,full,由同套餐 gpt-5.6-sol 30.8 亿 × 1.95,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(5, 50, 300)；旧倍率2、旧月额度61.6亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json"
chatgpt_pro_5x,ChatGPT Pro 5x,subscription,100,USD,100,gpt-5.6-luna,60060000000,600.6,0.00167,medium,full,由同套餐 gpt-5.6-sol 30.8 亿 × 19.5,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(0.5, 5, 30)；旧倍率20、旧月额度616亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json"
chatgpt_pro_5x,ChatGPT Pro 5x,subscription,100,USD,100,gpt-5.5,2402400000,24.024,0.04163,medium,full,由同套餐 gpt-5.6-sol 30.8 亿 × 0.78,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(12.5, 125, 750)；旧倍率0.8、旧月额度24.64亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json"
