plan_id,plan_name,billing,price,currency,price_usd,served_model,monthly_tokens,monthly_yi,real_usd_per_mtok,confidence,chart_tier,source,decision_note
chatgpt_pro_20x,ChatGPT Pro 20x,subscription,200,USD,200,gpt-5.5,9608105824,96.081,0.02082,medium,main,由同套餐 gpt-5.6-sol 123.2 亿 × 0.7798787194762872,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(12.5, 125, 750)；旧倍率0.8、旧月额度98.56亿作废；保留Sol基准，按实测mix重算；见audit-round4-2026-09-05.json"
claude_pro,Claude Pro,subscription,20,USD,20,claude-sonnet-5,3970000000,39.7,0.00504,medium,main,由同套餐 claude-opus-4.8 15.88 亿 × 2.5,标价比 Opus/Sonnet 2.5×
claude_max_20x,Claude Max 20x (9/14+),subscription,200,USD,200,claude-sonnet-5,39250000000,392.5,0.0051,medium,main,由同套餐 claude-opus-5 157.0 亿 × 2.5,旧200亿→392.5亿，low→medium；157×Opus/Sonnet标价比2.5，9/14永久口径派生，非Sonnet实测；claude-adoption-round6-2026-09-06.json
claude_max_20x,Claude Max 20x (9/14+),subscription,200,USD,200,claude-opus-4.8,15700000000,157.0,0.01274,low,full,由同套餐 claude-opus-5 157.0 亿 × 1.0,旧80亿→157亿；与Opus5同价，9/14永久基准派生；claude-adoption-round6-2026-09-06.json
claude_max_20x,Claude Max 20x (9/14+),subscription,200,USD,200,claude-fable-5,1207692308,12.077,0.16561,low,main,由同套餐 claude-opus-5 157.0 亿 × 0.07692307692307693,旧6.152亿→12.077亿；157×0.5/6.5，不再预舍入倍率；订阅内6.5×权重且限周额度50%，9/14永久口径派生；claude-adoption-round6-2026-09-06.json
claude_max_5x,Claude Max 5x (9/14+),subscription,100,USD,100,claude-sonnet-5,19625000000,196.25,0.0051,low,full,由同套餐 claude-opus-5 78.5 亿 × 2.5,旧89亿→196.25亿；78.5×标价比2.5，9/14永久口径派生；claude-adoption-round6-2026-09-06.json
claude_max_5x,Claude Max 5x (9/14+),subscription,100,USD,100,claude-fable-5,923529412,9.235,0.10828,low,full,由同套餐 claude-opus-5 78.5 亿 × 0.11764705882352941,旧4.187亿→9.235亿；78.5×0.5/4.25，不再预舍入倍率；订阅内4.25×权重且限周额度50%，9/14永久口径派生；claude-adoption-round6-2026-09-06.json
cursor_ultra,Cursor Ultra (Standard),subscription,200,USD,200,composer-2.5,16509975819,165.1,0.01211,medium,main,由同套餐 grok-4.6 64.2 亿 × 2.5716473238221425,Standard：旧257.165亿（Grok100亿基准）→64.2×完整混合倍率2.571647；更早174.246亿基于67.8×2.57；随round6中间值联动，保留促销混杂风险，非实测；见cursor-adoption-round6-2026-09-06.json
cursor_ultra,Cursor Ultra,subscription,200,USD,200,grok-4.5,6420000000,64.2,0.03115,medium,full,由同套餐 grok-4.6 64.2 亿 × 1.0,旧100亿→64.2亿，high→medium继承round6标准基准；Cursor官方models-and-pricing两模型同价，非Grok4.5独立实测；不采用xAI公开API缓存价差；见cursor-adoption-round6-2026-09-06.json
cursor_pro,Cursor Pro (Standard),subscription,20,USD,20,composer-2.5,1208674242,12.087,0.01655,medium,main,由同套餐 grok-4.6 4.7 亿 × 2.5716473238221425,Standard：官方Cursor三段价混合比；旧12.079亿用舍入倍率2.57，现保留完整精度
cursor_pro_plus,Cursor Pro+ (Standard),subscription,60,USD,60,composer-2.5,4402660218,44.027,0.01363,low,full,由同套餐 grok-4.6 17.12 亿 × 2.5716473238221425,Standard：旧46.547亿（18.1亿基准）→17.12×完整混合倍率2.571647；随round6的Ultra64.2×800/3000联动，保留跨档与促销混杂假设；见cursor-adoption-round6-2026-09-06.json
supergrok_heavy,SuperGrok Heavy,subscription,300,USD,300,grok-4.5,5090000000,50.9,0.05894,medium,full,由同套餐 grok-4.6 50.9 亿 × 1.0,维持同订阅额度假设50.9亿，尚无4.5独立面板实测；xAI API缓存价差不能直接映射订阅周池；与Cursor渠道分开
supergrok,SuperGrok,subscription,30,USD,30,grok-4.5,509000000,5.09,0.05894,medium,full,由同套餐 grok-4.6 5.09 亿 × 1.0,维持同订阅额度假设5.09亿，尚无4.5独立面板实测；xAI API缓存价差不能直接映射订阅周池；与Cursor渠道分开
minimax_token_plus_cn,MiniMax Token Plan Plus,subscription,49,CNY,7.23,minimax-m2.7,600000000,6.0,0.01205,medium,full,由同套餐 minimax-m3 6.0 亿 × 1.0,与 M3 同价；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html
minimax_token_plus_global,MiniMax Token Plan Plus (Global),subscription,22,USD,22,minimax-m2.7,1700000000,17.0,0.01294,medium,full,由同套餐 minimax-m3 17.0 亿 × 1.0,与 M3 同价
cursor_ultra_composer_fast,Cursor Ultra (Composer Fast),subscription,200,USD,200,composer-2.5,5853202929,58.532,0.03417,medium,main,https://cursor.com/docs/models/cursor-composer-2-5；audit-round4-2026-09-05.json,新增Fast（产品默认）估算：缓存/输入/输出=0.5/3/15；扣费为Standard的2.8207×；沿用同套餐Grok标准基准64.2亿×0.91171385，不是实测；不改用户Grok Fast独立实测30.3亿；round6随标准基准联动，旧Fast额度91.171亿，促销/跨档混杂未剥离；见cursor-adoption-round6-2026-09-06.json
cursor_pro_composer_fast,Cursor Pro (Composer Fast),subscription,20,USD,20,composer-2.5,428505510,4.285,0.04667,medium,main,https://cursor.com/docs/models/cursor-composer-2-5；audit-round4-2026-09-05.json,新增Fast（产品默认）估算：缓存/输入/输出=0.5/3/15；扣费为Standard的2.8207×；沿用同套餐Grok标准基准4.7亿×0.91171385，不是实测；不改用户Grok Fast独立实测30.3亿
cursor_pro_plus_composer_fast,Cursor Pro+ (Composer Fast),subscription,60,USD,60,composer-2.5,1560854114,15.609,0.03844,low,full,https://cursor.com/docs/models/cursor-composer-2-5；audit-round4-2026-09-05.json,新增Fast（产品默认）估算：缓存/输入/输出=0.5/3/15；扣费为Standard的2.8207×；沿用同套餐Grok标准基准17.12亿×0.91171385，不是实测；不改用户Grok Fast独立实测30.3亿；round6随标准基准联动，旧Fast额度16.502亿，促销/跨档混杂未剥离；见cursor-adoption-round6-2026-09-06.json
deepseek_v4_flash_offpeak,DeepSeek V4 Flash API 闲时,metered,,USD,,deepseek-v4-flash,,,0.01392,high,main,api-docs.deepseek.com,标价 cached 0.007/in 0.22/out 0.66 × 实测 mix 97.5%/2.2%/0.4%
deepseek_v4_flash_peak,DeepSeek V4 Flash API 忙时,metered,,USD,,deepseek-v4-flash,,,0.02785,high,main,api-docs.deepseek.com,标价 cached 0.014/in 0.44/out 1.32 × 实测 mix 97.5%/2.2%/0.4%
deepseek_v4_pro_offpeak,DeepSeek V4 Pro API 闲时,metered,,USD,,deepseek-v4-pro,,,0.04274,high,main,api-docs.deepseek.com,标价 cached 0.022/in 0.66/out 1.98 × 实测 mix 97.5%/2.2%/0.4%
deepseek_v4_pro_peak,DeepSeek V4 Pro API 忙时,metered,,USD,,deepseek-v4-pro,,,0.08549,high,main,api-docs.deepseek.com,标价 cached 0.044/in 1.32/out 3.96 × 实测 mix 97.5%/2.2%/0.4%
openai_sol_api,GPT-5.6 Sol API,metered,,USD,,gpt-5.6-sol,,,0.54723,high,main,developers.openai.com,标价 cached 0.4/in 4.0/out 20.0 × 实测 mix 97.5%/2.2%/0.4%
xai_grok46_api,Grok 4.6 API (<200k),metered,,USD,,grok-4.6,,,0.55193,high,main,docs.x.ai,标价 cached 0.5/in 2.0/out 6.0 × 实测 mix 97.5%/2.2%/0.4%
