id,plan,billing,model,model_display,vendor,label,price_usd,monthly_yi,real_usd_per_mtok,list_blended_usd_per_mtok,d,confidence,tier,source,note,arena_code__score,arena_code__variant,arena_agent_mode__score,arena_agent_mode__variant,aa_intelligence_index__score,aa_intelligence_index__variant,aa_coding_agent_index__score,aa_coding_agent_index__variant
opencode_go::longcat-2.0,OpenCode Go,subscription,longcat-2.0,LongCat 2.0,Meituan,LongCat 2.0 · OpenCode Go,10.0,36.364,0.00275,,,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增36.364亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",,,,,,,,
opencode_go::mimo-v2.5,OpenCode Go,subscription,mimo-v2.5,MiMo V2.5,Xiaomi,MiMo V2.5 · OpenCode Go,10.0,89.286,0.00112,,,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增89.286亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",,,,,,,,
opencode_go::mimo-v2.5-pro,OpenCode Go,subscription,mimo-v2.5-pro,MiMo V2.5 Pro,Xiaomi,MiMo V2.5 Pro · OpenCode Go,10.0,9.415,0.01062,0.227,0.0468,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧14.196亿（请求估算）→9.415亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",1475,mimo-v2.5-pro,-3.57,Mimo V2.5 Pro,43,MiMo-V2.5-Pro,,
opencode_go::minimax-m3,OpenCode Go,subscription,minimax-m3,MiniMax M3,MiniMax,MiniMax M3 · OpenCode Go,10.0,8.677,0.01152,0.0691,0.1666,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧9.072亿（请求估算）→8.677亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",1487,minimax-m3,-3.57,Minimax M3,45,MiniMax-M3,,
opencode_go::minimax-m2.7,OpenCode Go,subscription,minimax-m2.7,MiniMax M2.7,MiniMax,MiniMax M2.7 · OpenCode Go,10.0,8.677,0.01152,0.0691,0.1666,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增8.677亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",1398,minimax-m2.7,-10.6,Minimax M2.7,,,,
opencode_go::minimax-m2.5,OpenCode Go,subscription,minimax-m2.5,MiniMax M2.5,MiniMax,MiniMax M2.5 · OpenCode Go,10.0,8.677,0.01152,,,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增8.677亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；价格/Endpoints 表在列；请求估算表未列。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",,,,,,,,
opencode_go::muse-spark-1.3-contributor,OpenCode Go,subscription,muse-spark-1.3-contributor,Muse Spark 1.3 Contributor,Muse,Muse Spark 1.3 Contributor · OpenCode Go,10.0,125.0,0.0008,,,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增125亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",,,,,,,,
opencode_go::muse-spark-1.2-contributor,OpenCode Go,subscription,muse-spark-1.2-contributor,Muse Spark 1.2 Contributor,Muse,Muse Spark 1.2 Contributor · OpenCode Go,10.0,125.0,0.0008,,,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增125亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",,,,,,,,
opencode_go::qwen3.8-max,OpenCode Go,subscription,qwen3.8-max,Qwen3.8 Max,Alibaba,Qwen3.8 Max · OpenCode Go,10.0,0.487,0.20534,,,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增0.487亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",,,,,,,,
opencode_go::qwen3.8-flash,OpenCode Go,subscription,qwen3.8-flash,Qwen3.8 Flash,Alibaba,Qwen3.8 Flash · OpenCode Go,10.0,14.656,0.00682,,,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增14.656亿：min(共享月池$60, 模型Usage $30) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",,,,,,,,
opencode_go::qwen3.7-max,OpenCode Go,subscription,qwen3.7-max,Qwen3.7 Max,Alibaba,Qwen3.7 Max · OpenCode Go,10.0,0.529,0.18904,,,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增0.529亿：min(共享月池$60, 模型Usage $30) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",,,,,,,,
opencode_go::qwen3.7-plus,OpenCode Go,subscription,qwen3.7-plus,Qwen3.7 Plus,Alibaba,Qwen3.7 Plus · OpenCode Go,10.0,11.278,0.00887,0.0922,0.0962,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧12.461亿（请求估算）→11.278亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；≤256K 标价；>256K 档保留在 research variants。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",,,-2.91,Qwen3.7 Plus,39,Qwen3.7 Plus,38.1218,Claude Code - Qwen3.7 Plus (thinking)
opencode_go::qwen3.6-plus,OpenCode Go,subscription,qwen3.6-plus,Qwen3.6 Plus,Alibaba,Qwen3.6 Plus · OpenCode Go,10.0,8.571,0.01167,,,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增8.571亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；≤256K 标价；>256K 档保留在 research variants。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",,,,,,,,
opencode_go::deepseek-v4-pro,OpenCode Go,subscription,deepseek-v4-pro,DeepSeek V4 Pro,DeepSeek,DeepSeek V4 Pro · OpenCode Go,10.0,3.524,0.02838,0.0851,0.3333,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧4.318亿（请求估算）→3.524亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；Off-Peak；Peak 额度为其一半，保留在 research variants。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",1582,deepseek-v4-pro-high-20260813,5.91,DeepSeek V4 Pro (High) (0813),53,DeepSeek V4 Pro 0813 (max),42.7797,Codex - DeepSeek V4 Pro 0813 (max)
opencode_go::deepseek-v4-flash,OpenCode Go,subscription,deepseek-v4-flash,DeepSeek V4 Flash,DeepSeek,DeepSeek V4 Flash · OpenCode Go,10.0,21.637,0.00462,0.0277,0.1666,high,main,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧27.224亿（请求估算）→21.637亿：min(共享月池$60, 模型Usage $30) ÷ 统一标准负载加权价；Off-Peak；Peak 额度为其一半，保留在 research variants。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",1580,deepseek-v4-flash-high,2.85,Deepseek V4 Flash (High) (20260731),52,DeepSeek V4 Flash 0731 (max),49.7576,Codex - DeepSeek V4 Flash 0731 (max)
opencode_go::deepseek-v4-flash-vision-exp,OpenCode Go,subscription,deepseek-v4-flash-vision-exp,DeepSeek V4 Flash Vision Exp,DeepSeek,DeepSeek V4 Flash Vision Exp · OpenCode Go,10.0,10.819,0.00924,,,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增10.819亿：min(共享月池$60, 模型Usage $15) ÷ 统一标准负载加权价；Off-Peak；图像另折 input token，不另编图像负载标准。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",,,,,,,,
opencode_go::hy4-preview,OpenCode Go,subscription,hy4-preview,Hy4 preview,Tencent,Hy4 preview · OpenCode Go,10.0,4.436,0.02254,0.0676,0.3333,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"旧4.917亿（请求估算）→4.436亿：min(共享月池$60, 模型Usage $30) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",1621,hy4-preview,5.97,Hy4 preview,,,,
opencode_go::hy3,OpenCode Go,subscription,hy3,Hy3,Tencent,Hy3 · OpenCode Go,10.0,15.32,0.00653,0.0107,0.6117,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增15.32亿：min(共享月池$60, 模型Usage $60) ÷ 统一标准负载加权价；官网单档。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",1512,hy3,-1.51,Hy3,42,Hy3,,
opencode_go::omen-alpha,OpenCode Go,subscription,omen-alpha,Omen Alpha,OpenCode,Omen Alpha · OpenCode Go,10.0,13.155,0.0076,,,high,full,https://opencode.ai/docs/go/ 官方每模型 Usage 与三段价格；opencode-go-round5-2026-09-06.json,"新增13.155亿：min(共享月池$60, 模型Usage $100) ÷ 统一标准负载加权价；模型 Usage $100，但共享月池 $60 先绑定。官方请求数仅作交叉检查，不再作为额度主值；同套餐各模型额度不可相加",,,,,,,,
command_code_goat::gpt-5.6-sol,Command Code GOAT,subscription,gpt-5.6-sol,GPT 5.6 Sol,OpenAI,GPT 5.6 Sol · Command Code GOAT,10.0,1.0,0.1,0.546,0.1832,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1亿：min(共享月池$70, 模型allowance $70) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1617,gpt-5.6-sol-xhigh (codex-harness),9.49,GPT 5.6 Sol (xHigh),61,GPT-5.6 Sol (max),65.0524,Codex - GPT-5.6 Sol (max)
command_code_goat::glm-5.2,Command Code GOAT,subscription,glm-5.2,GLM 5.2,Zhipu,GLM 5.2 · Command Code GOAT,10.0,2.341,0.04272,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.341亿：min(共享月池$70, 模型allowance $70) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::hy3,Command Code GOAT,subscription,hy3,Hy3,Tencent,Hy3 · Command Code GOAT,10.0,17.873,0.0056,0.0107,0.5246,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增17.873亿：min(共享月池$70, 模型allowance $70) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1512,hy3,-1.51,Hy3,42,Hy3,,
command_code_goat::qwen3.8-27b,Command Code GOAT,subscription,qwen3.8-27b,qwen3.8-27b,Alibaba,qwen3.8-27b · Command Code GOAT,10.0,12.048,0.0083,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增12.048亿：min(共享月池$70, 模型allowance $70) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::deepseek-v4-flash,Command Code GOAT,subscription,deepseek-v4-flash,DeepSeek V4 Flash,DeepSeek,DeepSeek V4 Flash · Command Code GOAT,10.0,43.274,0.00231,0.0277,0.0833,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增43.274亿：min(共享月池$70, 模型allowance $60) ÷ 统一标准负载加权价；Off-Peak；Peak≈2×（01–04 & 06–10 UTC weekdays），与OpenCode口径一致。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1580,deepseek-v4-flash-high,2.85,Deepseek V4 Flash (High) (20260731),52,DeepSeek V4 Flash 0731 (max),49.7576,Codex - DeepSeek V4 Flash 0731 (max)
command_code_goat::kimi-k2.7-code,Command Code GOAT,subscription,kimi-k2.7-code,Kimi K2.7 Code,Kimi,Kimi K2.7 Code · Command Code GOAT,10.0,2.731,0.03662,0.2197,0.1667,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.731亿：min(共享月池$70, 模型allowance $60) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1472,kimi-k2.7-code,1.24,Kimi K2.7 Code,43,Kimi K2.7 Code,,
command_code_goat::minimax-m3,Command Code GOAT,subscription,minimax-m3,MiniMax M3,MiniMax,MiniMax M3 · Command Code GOAT,10.0,6.797,0.01471,0.0691,0.2127,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增6.797亿：min(共享月池$70, 模型allowance $47) ÷ 统一标准负载加权价；官网页成交/折扣三段价（-50%类）。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1487,minimax-m3,-3.57,Minimax M3,45,MiniMax-M3,,
command_code_goat::glm-5.3-flash,Command Code GOAT,subscription,glm-5.3-flash,GLM 5.3 Flash,Zhipu,GLM 5.3 Flash · Command Code GOAT,10.0,11.687,0.00856,0.0342,0.2501,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增11.687亿：min(共享月池$70, 模型allowance $40) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1605,glm-5.3-flash,4.03,GLM 5.3 Flash,57,GLM-5.3-Flash,,
command_code_goat::gemini-3.8-flash,Command Code GOAT,subscription,gemini-3.8-flash,gemini-3.8-flash,Google,gemini-3.8-flash · Command Code GOAT,10.0,1.954,0.05118,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.954亿：min(共享月池$70, 模型allowance $40) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::qwen3.7-max,Command Code GOAT,subscription,qwen3.7-max,Qwen3.7 Max,Alibaba,Qwen3.7 Max · Command Code GOAT,10.0,0.581,0.17212,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.581亿：min(共享月池$70, 模型allowance $33) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::qwen3.7-plus,Command Code GOAT,subscription,qwen3.7-plus,Qwen3.7 Plus,Alibaba,Qwen3.7 Plus · Command Code GOAT,10.0,3.579,0.02794,0.0922,0.303,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增3.579亿：min(共享月池$70, 模型allowance $33) ÷ 统一标准负载加权价；官网三段价（本渠道 cache read=$0.08）。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,-2.91,Qwen3.7 Plus,39,Qwen3.7 Plus,38.1218,Claude Code - Qwen3.7 Plus (thinking)
command_code_goat::qwen3.6-plus,Command Code GOAT,subscription,qwen3.6-plus,Qwen3.6 Plus,Alibaba,Qwen3.6 Plus · Command Code GOAT,10.0,2.779,0.03598,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.779亿：min(共享月池$70, 模型allowance $33) ÷ 统一标准负载加权价；官网三段价（本渠道 cache read=$0.10）。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::mimo-v2.5,Command Code GOAT,subscription,mimo-v2.5,MiMo V2.5,Xiaomi,MiMo V2.5 · Command Code GOAT,10.0,44.643,0.00224,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增44.643亿：min(共享月池$70, 模型allowance $30) ÷ 统一标准负载加权价；官网页成交/折扣三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::deepseek-v4-pro,Command Code GOAT,subscription,deepseek-v4-pro,DeepSeek V4 Pro,DeepSeek,DeepSeek V4 Pro · Command Code GOAT,10.0,4.698,0.02129,0.0851,0.2501,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增4.698亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；Off-Peak；Peak≈2×（01–04 & 06–10 UTC weekdays），与OpenCode口径一致。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1582,deepseek-v4-pro-high-20260813,5.91,DeepSeek V4 Pro (High) (0813),53,DeepSeek V4 Pro 0813 (max),42.7797,Codex - DeepSeek V4 Pro 0813 (max)
command_code_goat::gpt-5.6-luna,Command Code GOAT,subscription,gpt-5.6-luna,GPT 5.6 Luna,OpenAI,GPT 5.6 Luna · Command Code GOAT,10.0,7.143,0.014,0.028,0.5,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增7.143亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1519,gpt-5.6-luna-xhigh (codex-harness),2.15,GPT 5.6 Luna (xHigh),52,GPT-5.6 Luna (max),57.1661,Codex - GPT-5.6 Luna (max)
command_code_goat::qwen3.8-max,Command Code GOAT,subscription,qwen3.8-max,Qwen3.8 Max,Alibaba,Qwen3.8 Max · Command Code GOAT,10.0,0.65,0.15385,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.65亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::mimo-v2.5-pro,Command Code GOAT,subscription,mimo-v2.5-pro,MiMo V2.5 Pro,Xiaomi,MiMo V2.5 Pro · Command Code GOAT,10.0,12.573,0.00795,0.227,0.035,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增12.573亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网页成交/折扣三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1475,mimo-v2.5-pro,-3.57,Mimo V2.5 Pro,43,MiMo-V2.5-Pro,,
command_code_goat::qwen3.8-max-0902,Command Code GOAT,subscription,qwen3.8-max-0902,qwen3.8-max-0902,Alibaba,qwen3.8-max-0902 · Command Code GOAT,10.0,0.65,0.15385,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.65亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::hy4-preview,Command Code GOAT,subscription,hy4-preview,Hy4 preview,Tencent,Hy4 preview · Command Code GOAT,10.0,2.957,0.03382,0.0676,0.5,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.957亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1621,hy4-preview,5.97,Hy4 preview,,,,
command_code_goat::qwen3.8-flash,Command Code GOAT,subscription,qwen3.8-flash,Qwen3.8 Flash,Alibaba,Qwen3.8 Flash · Command Code GOAT,10.0,9.669,0.01034,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增9.669亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价（本渠道 input=$0.16）；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::deepseek-v4-flash-vision-exp,Command Code GOAT,subscription,deepseek-v4-flash-vision-exp,DeepSeek V4 Flash Vision Exp,DeepSeek,DeepSeek V4 Flash Vision Exp · Command Code GOAT,10.0,14.425,0.00693,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增14.425亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；Off-Peak；Peak≈2×；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::deepseek-v4-flash-fast,Command Code GOAT,subscription,deepseek-v4-flash-fast,deepseek-v4-flash-fast,DeepSeek,deepseek-v4-flash-fast · Command Code GOAT,10.0,2.624,0.03811,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.624亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20；与Flash额度分开。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::glm-5.3,Command Code GOAT,subscription,glm-5.3,GLM 5.3,Zhipu,GLM 5.3 · Command Code GOAT,10.0,0.669,0.14948,0.299,0.4999,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.669亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1609,glm-5.3-max,3.74,GLM 5.3 (Max),60,GLM-5.3 (max),,
command_code_goat::muse-spark-1.3,Command Code GOAT,subscription,muse-spark-1.3,muse-spark-1.3,Muse,muse-spark-1.3 · Command Code GOAT,10.0,1.064,0.09398,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.064亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网标准档三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::muse-spark-1.3-contributor,Command Code GOAT,subscription,muse-spark-1.3-contributor,Muse Spark 1.3 Contributor,Muse,Muse Spark 1.3 Contributor · Command Code GOAT,10.0,41.667,0.0024,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增41.667亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网 contributor 三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::muse-spark-1.2,Command Code GOAT,subscription,muse-spark-1.2,muse-spark-1.2,Muse,muse-spark-1.2 · Command Code GOAT,10.0,1.064,0.09398,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.064亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网标准档三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::muse-spark-1.2-contributor,Command Code GOAT,subscription,muse-spark-1.2-contributor,Muse Spark 1.2 Contributor,Muse,Muse Spark 1.2 Contributor · Command Code GOAT,10.0,41.667,0.0024,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增41.667亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网 contributor 三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::kimi-k3,Command Code GOAT,subscription,kimi-k3,Kimi K3,Kimi,Kimi K3 · Command Code GOAT,10.0,0.488,0.20492,0.4095,0.5004,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.488亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1674,kimi-k3-max,8.71,Kimi K3 (Max),60,Kimi K3 (max),62.6388,Kimi Code CLI - Kimi K3
